column_name,human_readable,data_file,data_file_desc,component,sas_label,description,target,var_type,valid_range_min,valid_range_max,sentinel_values,value_labels,hard_edit_notes,parse_notes
LBXVMC,Blood Methylene Chloride (ng/mL),VOCWB_L,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory,Blood Methylene Chloride (ng/mL),Blood Methylene Chloride (ng/mL),"Both males and females 12 YEARS -
			150 YEARS",continuous,0.177,15.7,{},{},,
LBXVMCP,Blood Methylcyclopentane (ng/mL),VOCWB_L,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory,Blood Methylcyclopentane (ng/mL),Blood Methylcyclopentane (ng/mL),"Both males and females 12 YEARS -
			150 YEARS",continuous,0.0141,15.6,{},{},,
LBXVME,Blood Methyl-tert-butyl ether (MTBE) (ng/mL),VOCWB_L,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory,Blood MTBE (ng/mL),Blood Methyl-tert-butyl ether (MTBE) (ng/mL),"Both males and females 12 YEARS -
			150 YEARS",continuous,0.0071,0.0631,{},{},,
LBXVMIK,Blood Methyl Isobutyl Ketone (ng/mL),VOCWB_L,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory,Blood Methyl Isobutyl Ketone (ng/mL),Blood Methyl Isobutyl Ketone (ng/mL),"Both males and females 12 YEARS -
			150 YEARS",continuous,0.071,0.238,{},{},,
LBXVOX,Blood o-Xylene (ng/mL),VOCWB_L,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory,Blood o-Xylene (ng/mL),Blood o-Xylene (ng/mL),"Both males and females 12 YEARS -
			150 YEARS",continuous,0.017,5.96,{},{},,
LBXVST,Blood Styrene (ng/mL),VOCWB_L,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory,Blood Styrene (ng/mL),Blood Styrene (ng/mL),"Both males and females 12 YEARS -
			150 YEARS",continuous,0.0212,9.16,{},{},,
LBXVTC,Blood Trichloroethene (ng/mL),VOCWB_L,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory,Blood Trichloroethene (ng/mL),Blood Trichloroethene (ng/mL),"Both males and females 12 YEARS -
			150 YEARS",continuous,0.0085,0.5,{},{},,
LBXVTE,"Blood 1,1,1-Trichloroethane (ng/mL)",VOCWB_L,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory,"Blood 1,1,1-Trichloroethane (ng/mL)","Blood 1,1,1-Trichloroethane (ng/mL)","Both males and females 12 YEARS -
			150 YEARS",continuous,0.0071,0.122,{},{},,
LBXVTHF,Blood Tetrahydrofuran (ng/mL),VOCWB_L,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory,Blood Tetrahydrofuran (ng/mL),Blood Tetrahydrofuran (ng/mL),"Both males and females 12 YEARS -
			150 YEARS",continuous,0.088,19.7,{},{},,
LBXVTO,Blood Toluene (ng/mL),VOCWB_L,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory,Blood Toluene (ng/mL),Blood Toluene (ng/mL),"Both males and females 12 YEARS -
			150 YEARS",continuous,0.0177,16.7,{},{},,
LBXVTP,"Blood 1,2,3-Trichloropropane (ng/mL)",VOCWB_L,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory,"Blood 1,2,3-Trichloropropane (ng/mL)","Blood 1,2,3-Trichloropropane (ng/mL)","Both males and females 12 YEARS -
			150 YEARS",continuous,0.0283,0.0283,{},{},,
LBXVXY,Blood m-/p-Xylene (ng/mL),VOCWB_L,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory,Blood m-/p-Xylene (ng/mL),Blood m-/p-Xylene (ng/mL),"Both males and females 12 YEARS -
			150 YEARS",continuous,0.024,12.6,{},{},,
LBXWBCSI,White blood cell count (1000 cells/uL),CBC_L,Complete Blood Count with 5-Part Differential in Whole Blood,Laboratory,White blood cell count (1000 cells/uL),White blood cell count (1000 cells/uL),"Both males and females 1 YEARS -
			150 YEARS",continuous,2.1,400.0,"{""400"": ""400 and over""}",{},,"Special code(s) [400=400 and over] moved to sentinel_values: top-coded, overflow, or no-result placeholder -- treat as NaN."
PHAALCHR,"The time (in hours) the examinee last drank alcohol suchs as beer, wine, or liquor.",FASTQX_L,Fasting Questionnaire,Laboratory,Alcohol fast time (hours),"The time (in hours) the examinee last drank alcohol suchs as beer, wine, or liquor.","Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,43.0,{},{},,
PHAALCMN,"The time (in minutes) the examinee last drank alcohol such as beer, wine, or liquor.",FASTQX_L,Fasting Questionnaire,Laboratory,Alcohol fast time (minutes),"The time (in minutes) the examinee last drank alcohol such as beer, wine, or liquor.","Both males and females 1 YEARS -
			150 YEARS",continuous,4.0,57.0,{},{},,
PHAANTHR,"The time (in hours) the examinee last had antacids, laxatives or anti-diarrheals.",FASTQX_L,Fasting Questionnaire,Laboratory,"Antacids, laxatives fast time (hours)","The time (in hours) the examinee last had antacids, laxatives or anti-diarrheals.","Both males and females 1 YEARS -
			150 YEARS",continuous,0.0,17.0,{},{},,
PHAANTMN,"The time (in minutes) the examinee last had antacids, laxatives or anti-diarrheals.",FASTQX_L,Fasting Questionnaire,Laboratory,"Antacids, laxatives fast time (minutes)","The time (in minutes) the examinee last had antacids, laxatives or anti-diarrheals.","Both males and females 1 YEARS -
			150 YEARS",continuous,0.0,59.0,{},{},,
PHACOFHR,The time (in hours) since the examinee last drank coffee or tea with cream or sugar.,FASTQX_L,Fasting Questionnaire,Laboratory,Coffee/tea fast time (hours),The time (in hours) since the examinee last drank coffee or tea with cream or sugar.,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,26.0,{},{},,
PHACOFMN,The time (in minutes) since the examinee last drank coffee or tea with cream or sugar.,FASTQX_L,Fasting Questionnaire,Laboratory,Coffee/tea fast time (minutes),The time (in minutes) since the examinee last drank coffee or tea with cream or sugar.,"Both males and females 1 YEARS -
			150 YEARS",continuous,0.0,59.0,{},{},,
PHAFSTHR,The time (in hours) between when the examinee last ate or drank anything other than water and the time of the venipuncture.,FASTQX_L,Fasting Questionnaire,Laboratory,Total length of 'food fast' (hours),The time (in hours) between when the examinee last ate or drank anything other than water and the time of the venipuncture.,"Both males and females 1 YEARS -
			150 YEARS",continuous,0.0,30.0,"{""30"": ""30 hours or more""}",{},,"Special code(s) [30=30 hours or more] moved to sentinel_values: top-coded, overflow, or no-result placeholder -- treat as NaN."
PHAFSTMN,The time (in minutes) between when the examinee last ate or drank anything other than water and the time of the venipuncture.,FASTQX_L,Fasting Questionnaire,Laboratory,Total length of 'food fast' (minutes),The time (in minutes) between when the examinee last ate or drank anything other than water and the time of the venipuncture.,"Both males and females 1 YEARS -
			150 YEARS",continuous,0.0,59.0,{},{},,
PHAGUMHR,"The time (in hours) the examinee last had gum, breath mints, lozenges or cough drops, or other cough or cold remedies.",FASTQX_L,Fasting Questionnaire,Laboratory,"Gum, mints cough drops fast time (hours)","The time (in hours) the examinee last had gum, breath mints, lozenges or cough drops, or other cough or cold remedies.","Both males and females 1 YEARS -
			150 YEARS",continuous,0.0,18.0,{},{},,
PHAGUMMN,"The time (in minutes) the examinee last had gum, breath mints, lozenges or cough drops, or other cough or cold remedies.",FASTQX_L,Fasting Questionnaire,Laboratory,"Gum, mints, cough fast time (minutes)","The time (in minutes) the examinee last had gum, breath mints, lozenges or cough drops, or other cough or cold remedies.","Both males and females 1 YEARS -
			150 YEARS",continuous,0.0,58.0,{},{},,
PHASUPHR,The time (in hours) the examinee last had dietary supplements such as vitamins and minerals.,FASTQX_L,Fasting Questionnaire,Laboratory,Dietary supplements fast time (hours),The time (in hours) the examinee last had dietary supplements such as vitamins and minerals.,"Both males and females 1 YEARS -
			150 YEARS",continuous,0.0,20.0,{},{},,
PHASUPMN,The time (in minutes) the examinee last had dietary supplements such as vitamins and minerals.,FASTQX_L,Fasting Questionnaire,Laboratory,Dietary supplements fast time (minutes),The time (in minutes) the examinee last had dietary supplements such as vitamins and minerals.,"Both males and females 1 YEARS -
			150 YEARS",continuous,0.0,59.0,{},{},,
PHDSESNZ,Session in which SP was examined,FASTQX_L,Fasting Questionnaire,Laboratory,Session in which SP was examined,Session in which SP was examined,"Both males and females 1 YEARS -
			150 YEARS",binary,0.0,1.0,{},"{""0"": ""morning"", ""1"": ""afternoon/evening""}",,
PHQ020,Coffee or tea with cream or sugar?  [Include milk or non-dairy creamers.],FASTQX_L,Fasting Questionnaire,Laboratory,Coffee or tea with cream or sugar?,Coffee or tea with cream or sugar?  [Include milk or non-dairy creamers.],"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}","Have you had any of the following since "" today at"" or ""yesterday at"" fasting time in PHQ010.",
PHQ030,"Alcohol, such as beer, wine, or liquor?",FASTQX_L,Fasting Questionnaire,Laboratory,"Alcohol, such as beer, wine, or liquor?","Alcohol, such as beer, wine, or liquor?","Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}","Have you had any of the following since ""today at"" or ""yesterday at"" the fasting time in PHQ010.",
PHQ040,"Gum, breath mints, lozenges or cough drops, or other cough or cold remedies?",FASTQX_L,Fasting Questionnaire,Laboratory,"Gum, mints, lozenges or cough drops","Gum, breath mints, lozenges or cough drops, or other cough or cold remedies?","Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}","Have you had any of the following since ""today at"" or ""yesterday at"" the fasting time in PHQ010?",
PHQ050,"Antacids, laxatives, or anti-diarrheals?",FASTQX_L,Fasting Questionnaire,Laboratory,"Antacids, laxatives, or anti-diarrheals?","Antacids, laxatives, or anti-diarrheals?","Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}","Have you had any of the following since ""today at"" or ""yesterday at"" the fasting time in PHQ010.",
PHQ060,Dietary supplements such as vitamins and minerals? [Include multivitamins and single nutrient supplements.],FASTQX_L,Fasting Questionnaire,Laboratory,Dietary supplements?,Dietary supplements such as vitamins and minerals? [Include multivitamins and single nutrient supplements.],"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}","Have you had any of the following since ""today at"" or ""yesterday at"" the fasting time in PHQ010.",
URDACT,Albumin creatinine ratio (mg/g),ALB_CR_L,Albumin & Creatinine - Urine,Laboratory,Albumin creatinine ratio (mg/g),Albumin creatinine ratio (mg/g),"Both males and females 3 YEARS -
			150 YEARS",continuous,0.0,14708.28,{},{},,
URDUCRLC,"Creatinine, urine comment code",ALB_CR_L,Albumin & Creatinine - Urine,Laboratory,"Creatinine, urine comment code","Creatinine, urine comment code","Both males and females 3 YEARS -
			150 YEARS",binary,0.0,1.0,{},"{""0"": ""At or above the detection limit"", ""1"": ""Below lower detection limit""}",,
URDUMALC,"Albumin, urine comment code",ALB_CR_L,Albumin & Creatinine - Urine,Laboratory,"Albumin, urine comment code","Albumin, urine comment code","Both males and females 3 YEARS -
			150 YEARS",binary,0.0,1.0,{},"{""0"": ""At or above the detection limit"", ""1"": ""Below lower detection limit""}",,
URXCRS,"Creatinine, urine (umol/L)",ALB_CR_L,Albumin & Creatinine - Urine,Laboratory,"Creatinine, urine (umol/L)","Creatinine, urine (umol/L)","Both males and females 3 YEARS -
			150 YEARS",continuous,353.6,77173.2,{},{},,
URXPREG,Urine Pregnancy Result,UCPREG_L,Urine Pregnancy Test,Laboratory,Urine Pregnancy Result,Urine Pregnancy Result,"Females only 20 YEARS -
			44 YEARS",binary,1.0,2.0,"{""3"": ""Not Done"", ""4"": ""Invalid""}","{""1"": ""Positive"", ""2"": ""Negative""}",,Reclassified from ordinal to binary: codes [3=Not Done; 4=Invalid] moved to sentinel_values as non-results. Only Positive (1) and Negative (2) remain as valid values.
URXUCR,"Creatinine, urine (mg/dL)",ALB_CR_L,Albumin & Creatinine - Urine,Laboratory,"Creatinine, urine (mg/dL)","Creatinine, urine (mg/dL)","Both males and females 3 YEARS -
			150 YEARS",continuous,4.0,873.0,{},{},,
URXUMA,"Albumin, urine (ug/mL)",ALB_CR_L,Albumin & Creatinine - Urine,Laboratory,"Albumin, urine (ug/mL)","Albumin, urine (ug/mL)","Both males and females 3 YEARS -
			150 YEARS",continuous,0.01,7942.47,{},{},,
URXUMS,"Albumin, urine (mg/L)",ALB_CR_L,Albumin & Creatinine - Urine,Laboratory,"Albumin, urine (mg/L)","Albumin, urine (mg/L)","Both males and females 3 YEARS -
			150 YEARS",continuous,0.01,7942.47,{},{},,
WTPH2YR,Phlebotomy 2 Year Weight,AGP_L,alpha-1-Acid Glycoprotein,Laboratory,Phlebotomy 2 Year Weight,Phlebotomy 2 Year Weight,"Females only 12 YEARS -
			49 YEARS",continuous,0.0,253478.77765,"{""0"": ""No blood sample provided""}",{},,"Special code(s) [0=No blood sample provided] moved to sentinel_values: top-coded, overflow, or no-result placeholder -- treat as NaN."
WTSAF2YR,Fasting Subsample 2 Year MEC Weight,INS_L,Insulin,Laboratory,Fasting Subsample 2 Year MEC Weight,Fasting Subsample 2 Year MEC Weight,"Both males and females 12 YEARS -
			150 YEARS",continuous,0.0,561922.42956,"{""0"": ""No Lab Result or Not Fasting for 8 to <24 hours""}",{},,"Special code(s) [0=No Lab Result or Not Fasting for 8 to <24 hours] moved to sentinel_values: top-coded, overflow, or no-result placeholder -- treat as NaN."
WTSVOC2Y,VOC Subsample Weight,VOCWB_L,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory,VOC Subsample Weight,VOC Subsample Weight,"Both males and females 12 YEARS -
			150 YEARS",continuous,0.0,543590.56928,"{""0"": ""No Lab Result""}",{},,"Special code(s) [0=No Lab Result] moved to sentinel_values: top-coded, overflow, or no-result placeholder -- treat as NaN."
ACD010A,What language(s) {do you/does SP} usually speak at home?,ACQ_L,Acculturation,Questionnaire,Speak English at home-Non-Hispanics,What language(s) {do you/does SP} usually speak at home?,"Both males and females 3 YEARS -
			150 YEARS",binary,,,"{""77"": ""Refused"", ""99"": ""Don't know""}","{""1"": ""English""}","CODE ALL THAT APPLY. 
THIS VARIABLE ONLY APPLIES TO PARTICIPANTS SELF-IDENTIFIED AS ""NON-HISPANIC WHITE"", ""NON-HISPANIC BLACK"", ""NON-HISPANIC ASIAN"", OR ""OTHER RACE - INCLUDING MULTI-RACIAL"" (i.e., RIDRETH3=3, 4, 6, OR 7).""",
ACD010B,What language(s) {do you/does SP} usually speak at home?,ACQ_L,Acculturation,Questionnaire,Speak Spanish at home-Non-Hispanics,What language(s) {do you/does SP} usually speak at home?,"Both males and females 3 YEARS -
			150 YEARS",binary,,,{},"{""8"": ""Spanish""}","CODE ALL THAT APPLY. 
THIS VARIABLE ONLY APPLIES TO PARTICIPANTS SELF-IDENTIFIED AS ""NON-HISPANIC WHITE"", ""NON-HISPANIC BLACK"", ""NON-HISPANIC ASIAN"", OR ""OTHER RACE - INCLUDING MULTI-RACIAL"" (i.e., RIDRETH3=3, 4, 6, OR 7).""",
ACD010C,What language(s) {do you/does SP} usually speak at home?,ACQ_L,Acculturation,Questionnaire,Other language at home-Non-Hispanics,What language(s) {do you/does SP} usually speak at home?,"Both males and females 3 YEARS -
			150 YEARS",binary,,,{},"{""9"": ""Other""}","CODE ALL THAT APPLY. 
THIS VARIABLE ONLY APPLIES TO PARTICIPANTS SELF-IDENTIFIED AS ""NON-HISPANIC WHITE"", ""NON-HISPANIC BLACK"", ""NON-HISPANIC ASIAN"", OR ""OTHER RACE - INCLUDING MULTI-RACIAL"" (i.e., RIDRETH3=3, 4, 6, OR 7).""",
ACD040,"Now I'm going to ask you about language use.
What language(s) {do you/does SP} usually speak at home?  {Do you/Does he/Does she} speak only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?",ACQ_L,Acculturation,Questionnaire,Language(s) spoken at home-Hispanics,"Now I'm going to ask you about language use.
What language(s) {do you/does SP} usually speak at home?  {Do you/Does he/Does she} speak only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?","Both males and females 3 YEARS -
			150 YEARS",ordinal,1.0,5.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Only Spanish,"", ""2"": ""More Spanish than English"", ""3"": ""Both equally"", ""4"": ""More English than Spanish"", ""5"": ""Only English""}","HAND CARD ACQ1.
THIS VARIABLE ONLY APPLIES TO PARTICIPANTS SELF-IDENTIFIED AS ""MEXICAN AMERICAN"" OR ""OTHER HISPANIC"" (i.e., RIDRETH3=1, OR 2).",
AGQ030,"During the past 12 months, {have you/has SP} had an episode of hay fever?",MCQ_L,Medical Conditions,Questionnaire,Did SP have episode of hay fever/past yr,"During the past 12 months, {have you/has SP} had an episode of hay fever?","Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
ALQ111,"In your entire life, have you had at least 1 drink of any kind of alcohol, not counting small tastes or sips? By a drink, I mean a 12 oz. beer, a 5 oz. glass of wine, or one and a half ounces of liquor.",ALQ_L,Alcohol Use,Questionnaire,Ever had a drink of any kind of alcohol,"In your entire life, have you had at least 1 drink of any kind of alcohol, not counting small tastes or sips? By a drink, I mean a 12 oz. beer, a 5 oz. glass of wine, or one and a half ounces of liquor.","Both males and females 18 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
ALQ121,"During the past 12 months, about how often did you drink any type of alcoholic beverage?
PROBE: In other words, how many days per week, per month, or per year did you drink?",ALQ_L,Alcohol Use,Questionnaire,Past 12 mos how often drink alc bev,"During the past 12 months, about how often did you drink any type of alcoholic beverage?
PROBE: In other words, how many days per week, per month, or per year did you drink?","Both males and females 18 YEARS -
			150 YEARS",ordinal,0.0,10.0,"{""77"": ""Refused"", ""99"": ""Don't know""}","{""0"": ""Never in the last year"", ""1"": ""Every day"", ""2"": ""Nearly every day"", ""3"": ""3 to 4 times a week"", ""4"": ""2 times a week"", ""5"": ""Once a week"", ""6"": ""2 to 3 times a month"", ""7"": ""Once a month"", ""8"": ""7 to 11 times in the last year"", ""9"": ""3 to 6 times in the last year"", ""10"": ""1 to 2 times in the last year""}",,
ALQ130,"During the past 12 months, on those days that you drank alcoholic beverages, on average, how many drinks did you have? (By a drink, I mean a 12 oz. beer, a 5 oz. glass of wine, or one and a half ounces of liquor.)",ALQ_L,Alcohol Use,Questionnaire,Avg # alcoholic drinks/day/past 12 mos,"During the past 12 months, on those days that you drank alcoholic beverages, on average, how many drinks did you have? (By a drink, I mean a 12 oz. beer, a 5 oz. glass of wine, or one and a half ounces of liquor.)","Both males and females 18 YEARS -
			150 YEARS",continuous,1.0,15.0,"{""777"": ""Refused"", ""999"": ""Don't know"", ""15"": ""15 drinks or more""}",{},"HAND CARD ALQ1 
IF LESS THAN 1 DRINK, ENTER '1'.  IF 95 DRINKS OR MORE, ENTER '95'.
 CAPI INSTRUCTION: SOFT EDIT:  IF RESPONSE >=20, THEN DISPLAY ""YOU SAID ON THE DAYS THAT YOU DRINK YOU HAVE ON AVERAGE {DISPLAY QUANTITY} DRINKS, IS THAT CORRECT?""
HARD EDIT:  Range - 1-95
ENTER # OF DRINKS","Special code(s) ['15'] moved from value_labels to sentinel_values: top-coded, overflow, or zero-means-never values -- treat as NaN in analysis."
ALQ142,"During the past 12 months, about how often did you have {DISPLAY NUMBER} or more drinks of any alcoholic beverage? PROBE: In other words, how many days per week, per month, or per year did you have {DISPLAY NUMBER} or more drinks in a single day?",ALQ_L,Alcohol Use,Questionnaire,# days have 4/5 drinks/past 12 mos,"During the past 12 months, about how often did you have {DISPLAY NUMBER} or more drinks of any alcoholic beverage? PROBE: In other words, how many days per week, per month, or per year did you have {DISPLAY NUMBER} or more drinks in a single day?","Both males and females 18 YEARS -
			150 YEARS",ordinal,0.0,10.0,"{""77"": ""Refused"", ""99"": ""Don't know""}","{""0"": ""Never in the last year"", ""1"": ""Every day"", ""2"": ""Nearly every day"", ""3"": ""3 to 4 times a week"", ""4"": ""2 times a week"", ""5"": ""Once a week"", ""6"": ""2 to 3 times a month"", ""7"": ""Once a month"", ""8"": ""7 to 11 times in the last year"", ""9"": ""3 to 6 times in the last year"", ""10"": ""1 to 2 times in the last year""}","HAND CARD ALQ2
INTERVIEWER INSTRUCTION: IF SP ANSWERS NONE, PLEASE CODE '0', NEVER IN THE LAST YEAR.
CAPI INSTRUCTION:
IF SP = MALE, DISPLAY = 5
IF SP = FEMALE, DISPLAY = 4
HARD EDIT: ALQ142 CANNOT HAVE A LOWER CODED VALUE THAN ALQ121, UNLESS ALQ142 IS CODED '0'.
ERROR MESSAGE: ""SP HAS REPORTED DRINKING MORE TIMES IN THIS QUESTION THAN WAS PREVIOUSLY REPORTED IN ALQ121.""",
ALQ151,Was there ever a time or times in your life when you drank {DISPLAY NUMBER} or more drinks of any kind of alcoholic beverage almost every day?,ALQ_L,Alcohol Use,Questionnaire,Ever have 4/5 or more drinks every day,Was there ever a time or times in your life when you drank {DISPLAY NUMBER} or more drinks of any kind of alcoholic beverage almost every day?,"Both males and females 18 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}","CAPI INSTRUCTION:
IF SP = MALE, DISPLAY = 5
IF SP = FEMALE, DISPLAY = 4",
ALQ170,"Considering all types of alcoholic beverages, during the past 30 days, how many times did you have {DISPLAY NUMBER} or more drinks on an occasion?",ALQ_L,Alcohol Use,Questionnaire,# times 4/5 drinks on occasion/past mo,"Considering all types of alcoholic beverages, during the past 30 days, how many times did you have {DISPLAY NUMBER} or more drinks on an occasion?","Both males and females 18 YEARS -
			150 YEARS",continuous,0.0,30.0,"{""777"": ""Refused"", ""999"": ""Don't know"", ""30"": ""More than 20 times""}",{},,"Special code(s) ['30'] moved from value_labels to sentinel_values: top-coded, overflow, or zero-means-never values -- treat as NaN in analysis."
ALQ270,"During the past 12 months, about how often did you have {DISPLAY NUMBER} or more drinks in a period of two hours or less?",ALQ_L,Alcohol Use,Questionnaire,# times 4/5 drinks in 2hrs/past 12 mos,"During the past 12 months, about how often did you have {DISPLAY NUMBER} or more drinks in a period of two hours or less?","Both males and females 18 YEARS -
			150 YEARS",ordinal,0.0,10.0,"{""77"": ""Refused"", ""99"": ""Don't know""}","{""0"": ""Never in the last year"", ""1"": ""Every day"", ""2"": ""Nearly every day"", ""3"": ""3 to 4 times a week"", ""4"": ""2 times a week"", ""5"": ""Once a week"", ""6"": ""2 to 3 times a month"", ""7"": ""Once a month"", ""8"": ""7 to 11 times in the last year"", ""9"": ""3 to 6 times in the last year"", ""10"": ""1 to 2 times in the last year""}","HAND CARD ALQ2
CAPI INSTRUCTION:
IF SP = MALE, DISPLAY = 5
IF SP= FEMALE, DISPLAY = 4
HARD EDIT: ALQ270 CANNOT HAVE A LOWER CODED VALUE THAN ALQ121, UNLESS ALQ.270 IS CODED '0'.
ERROR MESSAGE:  ""SP HAS REPORTED DRINKING MORE TIMES IN THIS QUESTION THAN WAS PREVIOUSLY REPORTED IN ALQ121.""",
ALQ280,"During the past 12 months, about how often did you have 8 or more drinks in a single day?",ALQ_L,Alcohol Use,Questionnaire,# times 8+ drinks in 1 day/past 12 mos,"During the past 12 months, about how often did you have 8 or more drinks in a single day?","Both males and females 18 YEARS -
			150 YEARS",ordinal,0.0,10.0,"{""77"": ""Refused"", ""99"": ""Don't know""}","{""0"": ""Never in the last year"", ""1"": ""Every day"", ""2"": ""Nearly every day"", ""3"": ""3 to 4 times a week"", ""4"": ""2 times a week"", ""5"": ""Once a week"", ""6"": ""2 to 3 times a month"", ""7"": ""Once a month"", ""8"": ""7 to 11 times in the last year"", ""9"": ""3 to 6 times in the last year"", ""10"": ""1 to 2 times in the last year""}","HAND CARD ALQ2

HARD EDIT: ALQ280 CANNOT HAVE A LOWER CODED VALUE THAN ALQ121, UNLESS ALQ.280 IS CODED '0'.
ERROR MESSAGE:  ""SP HAS REPORTED DRINKING MORE TIMES IN THIS QUESTION THAN WAS PREVIOUSLY REPORTED IN ALQ121.""",
AUQ054,"These next questions are about {your/SP's} hearing. Which statement best describes {your/SP's} hearing (without a hearing aid, personal sound amplifier, or other listening devices)? Would you say {your/his/her} hearing is excellent, good, that {you have/s/he has} a little trouble, moderate trouble, a lot of trouble, or {are you/is s/he} deaf?",AUQ_L,Audiometry,Questionnaire,General condition of hearing,"These next questions are about {your/SP's} hearing. Which statement best describes {your/SP's} hearing (without a hearing aid, personal sound amplifier, or other listening devices)? Would you say {your/his/her} hearing is excellent, good, that {you have/s/he has} a little trouble, moderate trouble, a lot of trouble, or {are you/is s/he} deaf?","Both males and females 1 YEARS -
			150 YEARS",ordinal,1.0,6.0,"{""77"": ""Refused"", ""99"": ""Don't know""}","{""1"": ""Excellent"", ""2"": ""Good"", ""3"": ""A little trouble"", ""4"": ""Moderate hearing trouble"", ""5"": ""A lot of trouble"", ""6"": ""Deaf""}",,
AUQ101,"How often {do you/does SP} have difficulty hearing and understanding if there is background noise, for example, when other people are talking, TV or radio is on, or children are playing? Would you say...",AUQ_L,Audiometry,Questionnaire,Difficult to follow conversation w/noise,"How often {do you/does SP} have difficulty hearing and understanding if there is background noise, for example, when other people are talking, TV or radio is on, or children are playing? Would you say...","Both males and females 20 YEARS -
			150 YEARS",ordinal,1.0,5.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Always"", ""2"": ""Usually"", ""3"": ""About half the time"", ""4"": ""Seldom"", ""5"": ""Never""}",,
AUQ144,"A hearing test by a specialist is one that is done in a sound proof booth or room, or with headphones. Hearing specialists include audiologists, ear nose and throat doctors, and trained technicians or occupational nurses. When was the last time {you /SP} had {your/his/her} hearing tested by a hearing specialist?",AUQ_L,Audiometry,Questionnaire,Last time hearing tested by specialist?,"A hearing test by a specialist is one that is done in a sound proof booth or room, or with headphones. Hearing specialists include audiologists, ear nose and throat doctors, and trained technicians or occupational nurses. When was the last time {you /SP} had {your/his/her} hearing tested by a hearing specialist?","Both males and females 20 YEARS -
			150 YEARS",ordinal,1.0,5.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Less than a year ago"", ""2"": ""1 year to 4 years ago"", ""3"": ""5 to 9 years ago"", ""4"": ""Ten or more years ago"", ""5"": ""Never""}",READ CATEGORIES IF NECESSARY,
AUQ410A,What are the main causes of {your/SP's} hearing loss?,AUQ_L,Audiometry,Questionnaire,Cause of hearing loss-Genetic/Hereditary,What are the main causes of {your/SP's} hearing loss?,"Both males and females 1 YEARS -
			150 YEARS",binary,,,"{""77"": ""Refused"", ""99"": ""Don't know""}","{""1"": ""Genetic/Hereditary causes""}",INTERVIEWER INSTRUCTION: CODE ALL THAT APPLY HAND CARD AUQ1,
AUQ410B,What are the main causes of {your/SP's} hearing loss?,AUQ_L,Audiometry,Questionnaire,Cause of hearing loss-Ear infections,What are the main causes of {your/SP's} hearing loss?,"Both males and females 1 YEARS -
			150 YEARS",binary,,,{},"{""2"": ""Ear infections (including fluid in ears)""}",INTERVIEWER INSTRUCTION: CODE ALL THAT APPLY HAND CARD AUQ1,
AUQ410C,What are the main causes of {your/SP's} hearing loss?,AUQ_L,Audiometry,Questionnaire,Cause of hearing loss-Ear diseases,What are the main causes of {your/SP's} hearing loss?,"Both males and females 1 YEARS -
			150 YEARS",binary,,,{},"{""3"": ""Ear diseases (Otosclerosis, Menieres, Tumor)""}",INTERVIEWER INSTRUCTION: CODE ALL THAT APPLY HAND CARD AUQ1,
